3836,68,72721,PRO,BK05,Fall 2022,Fall 2022,BRKLN,2
5283,234,73509,PRO,A,Fall 2022,Fall 2022,BRKLN,1
435,253,74377,LEC,I,Spring 2022,Spring 2022,BRKLN,15
3264,285,73367,GUI,BK10,Fall 2022,Fall 2022,BRKLN,6
438,286,72449,LEC,A,Spring 2022,Spring 2022,BRKLN,17
439,287,222239,LEC,A,Spring 2022,Spring 2022,BRKLN,30
4994,288,234264,PRO,AS,Fall 2022,Fall 2022,BRKLN,30
441,289,73123,PRO,B,Spring 2022,Spring 2022,BRKLN,11
3295,290,73850,LEC,INET,Fall 2022,Fall 2022,EPOLY,50
4794,133,73469,GUI,BK06,Fall 2022,Fall 2022,BRKLN,2
3986,235,223593,RSC,N,Fall 2022,Fall 2022,BRKLN,5
1460,291,72762,LAB,BLAB,Spring 2022,Spring 2022,BRKLN,20
446,292,228928,RSC,A,Spring 2022,Spring 2022,BRKLN,20
4387,293,170834,RSC,BK04,Fall 2022,Fall 2022,BRKLN,7
4600,206,171117,RSC,BK42,Fall 2022,Fall 2022,BRKLN,15
4250,295,171922,LEC,A,Fall 2022,Fall 2022,BRKLN,40
4569,296,171895,RSC,BK06,Fall 2022,Fall 2022,BRKLN,10
1284,41,73806,LEC,LEC,Spring 2022,Spring 2022,BRKLN,50
4257,6,170832,PRO,BK41,Fall 2022,Fall 2022,BRKLN,5
453,203,73123,PRO,INET,Spring 2022,Spring 2022,EPOLY,11
3193,297,73965,PRO,G,Fall 2022,Fall 2022,BRKLN,5
5246,158,73965,PRO,C,Fall 2022,Fall 2022,BRKLN,5
4155,131,171893,RSC,BK06,Fall 2022,Fall 2022,BRKLN,10
4911,298,170832,PRO,CF01,Fall 2022,Fall 2022,BRKLN,10
4343,236,171893,RSC,BK11,Fall 2022,Fall 2022,BRKLN,10
460,299,231235,RSC,BK01,Spring 2022,Spring 2022,BRKLN,3
3012,33,171117,RSC,BK30,Fall 2022,Fall 2022,BRKLN,15
3337,300,171892,PRO,BK14,Fall 2022,Fall 2022,BRKLN,10
463,301,170826,LEC,A,Spring 2022,Spring 2022,BRKLN,52
464,303,234171,LEC,A,Spring 2022,Spring 2022,EPOLY,25
465,208,172286,LEC,A,Spring 2022,Spring 2022,BRKLN,15
466,304,74516,LEC,B,Spring 2022,Spring 2022,BRKLN,25
836,305,236371,LEC,C,Spring 2022,Spring 2022,BRKLN,18
4327,306,73181,LEC,CF01,Fall 2022,Fall 2022,EPOLY,100
5266,197,170287,RSC,BK04,Fall 2022,Fall 2022,BRKLN,10
472,307,74771,LEC,BLND,Spring 2022,Spring 2022,BRKLN,29
473,43,73270,GUI,BK06,Spring 2022,Spring 2022,BRKLN,15
3721,308,70011,LEC,I3,Fall 2022,Fall 2022,BRKLN,30
3175,112,73469,GUI,BK02,Fall 2022,Fall 2022,BRKLN,2
2445,265,73860,RCT,Y1RC,Summer 2022,Summer 2022,BRKLN,25
3553,26,73662,IND,A,Fall 2022,Fall 2022,BRKLN,1
3607,309,72957,LEC,B,Fall 2022,Fall 2022,BRKLN,35
4952,310,170832,PRO,BK19,Fall 2022,Fall 2022,BRKLN,1
